uri,idf
spotify:track:0xijjyERFYc6e1SUdFSu6B,3.0
spotify:track:0xikWgPgYN9BEes0ieZ8Co,3.0
spotify:track:0xilDQ4cxHww1xQViSHJQK,3.0
spotify:track:0xiuSFBOEHWaJ6rSuUbJWc,3.0
spotify:track:0xl1w2q4VLojeXp4JfazPL,3.0
spotify:track:0xmM73Pdn7iiEAA6WAWGZK,2.6989700043360187
spotify:track:0xn8QOO3sfW15WayAovzpH,3.0
spotify:track:0xnjzxk3Yk638nQqR6LpQD,3.0
spotify:track:0xoUKn55rmc6GTs7XVgpYI,3.0
spotify:track:0xrdZMsJIaxoTHAB4bvGnu,2.3010299956639813
spotify:track:0xrrXryx0896A5REhzgxNU,3.0
spotify:track:0xt7wDpsnwlv4OicsEQi7N,3.0
spotify:track:0xtIp0lgccN85GfGOekS5L,3.0
spotify:track:0xtatwcsyhPEiDXM1wYcg3,3.0
spotify:track:0xtwD0OCGOyYW3lKTMMU6O,3.0
spotify:track:0xvQw3ejOGjnf87KY7RE47,3.0
spotify:track:0xyg4jtdy47x2dWP9qtk0C,3.0
spotify:track:0xzZdKYfusQhAqphe4oL4R,3.0
spotify:track:0y0hhX0l7vUqriQgRow0o6,3.0
spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,2.0969100130080562
spotify:track:0y44Oz1T9uWDKg4SFDWRWH,2.0969100130080562
spotify:track:0y4TKcc7p2H6P0GJlt01EI,3.0
spotify:track:0y60itmpH0aPKsFiGxmtnh,2.5228787452803374
spotify:track:0y7HO1VIUfy9mPAnrYC3hc,3.0
spotify:track:0y7nguDRPWfKZGIZPRCE5q,3.0
spotify:track:0y8UKPyJOluqIuacosTKEv,3.0
spotify:track:0y9uTzK9cNKSAEHnpeRG8C,2.6989700043360187
spotify:track:0yD66650JxhqKbW76C2qCo,1.8239087409443189
spotify:track:0yFLnhjLnGQHmZm0rUP8ko,3.0
spotify:track:0yGWeT0wjZSWrPt1i8jwn3,3.0
spotify:track:0yHjGpjwsv6jGjfh5g9S4v,3.0
spotify:track:0yJ8vgkIZ5Wk9Rb5wTOCri,3.0
spotify:track:0yJv0G7r1PZIl1CY5XhvkR,3.0
spotify:track:0yK8sWD6cfrc7pGfaPIcZH,3.0
spotify:track:0yKK9to5WLMT35x8dRU1W5,2.5228787452803374
spotify:track:0yKkxAtMUvftp9ntuXEj2K,3.0
spotify:track:0yKxSuTqfQqGrEIZNd9O5J,3.0
spotify:track:0yMULjJPqPJBTFYZiKCHdP,3.0
spotify:track:0yNF7tZyuK89MuutijRIA6,3.0
spotify:track:0yNwiO2VD2vakcfHZ1NI33,3.0
spotify:track:0yOLhQVpava7cJhVDbCvSh,2.221848749616356
spotify:track:0yQw3d0iQDjMrxaVHFv77J,2.3979400086720375
spotify:track:0ySCYRXVugL9xDBecGc0jr,2.6989700043360187
spotify:track:0ySxC028CNDtK2G7zuaUcn,3.0
spotify:track:0yTJtxZJ5VLfBEHhiNUNeY,3.0
spotify:track:0yU6Y6DP77qclbJ7nupXed,3.0
spotify:track:0yUlMnLpU2W6JQtvg1k4Od,2.5228787452803374
spotify:track:0yUpoE7XPNnLm8sPCQuISZ,3.0
spotify:track:0yXCqxfABjmRec8TsFCOyT,3.0
spotify:track:0yXJKxhwZdBAnW3OyxyY96,3.0
spotify:track:0yZEKwCNhkyaqk1ZyCZU7A,3.0
spotify:track:0yZrGC0mYBfkWToPZbAiYm,3.0
spotify:track:0yaEECxIrJn2v3XJT4XZzy,3.0
spotify:track:0ybRnFQVFi6W1c35t5qXqU,2.6989700043360187
spotify:track:0ydTu8Bl2GJYySs81L4BYu,3.0
spotify:track:0ydgFPcYrxaHgVuLd17mjh,3.0
spotify:track:0ydsi4UHPiwLQWZKTlkcaP,2.221848749616356
spotify:track:0yeCTb6RJGwWReSjq040o1,3.0
spotify:track:0yelbFU0gJpmEOxJVahtD7,3.0
spotify:track:0yfNXxlyXdmP0ue1iJijx1,3.0
spotify:track:0yflO4lsRxhed3le8VrCrm,3.0
spotify:track:0yg6n1GI3n6oiC1D1vdncA,3.0
spotify:track:0ygAYQQy7bfDN6gH640bbl,2.3979400086720375
spotify:track:0ygTmpa6uSotkBkTiwcMZ4,3.0
spotify:track:0yhPEz5KxlDwckGJaMlZqM,1.6989700043360187
spotify:track:0yhvwYw9KeWrq8nRjtTjNH,3.0
spotify:track:0yi98madXjLibiS9ISETvE,3.0
spotify:track:0yiKGDRE18cZ2CFFDHtEwo,2.6989700043360187
spotify:track:0yj1P83r1DEkxhW0upc25K,3.0
spotify:track:0yjdEwkPYbhCXN6uCedpVu,3.0
spotify:track:0yje3JVMgJNZENayymCTHA,2.6989700043360187
spotify:track:0yljBqwQl6U2fD4E8CIX87,3.0
spotify:track:0ymSXr1gGixDTPt9eXl4N4,3.0
spotify:track:0ypg59NyOVCpWVzd0SUsT5,3.0
spotify:track:0ypzBXXAN8v0GO0XBsONhj,3.0
spotify:track:0yqCB9ZjqXWncbcK0Erb8g,2.6989700043360187
spotify:track:0yqWOXyvDtC2ol1Idz8r8J,2.5228787452803374
spotify:track:0yrSMQW6LoLxHk2wQpCZzV,3.0
spotify:track:0ysrkmNrfdrD5HKivpXp7Y,2.6989700043360187
spotify:track:0ytCr0BRergKfjMYayYycg,2.5228787452803374
spotify:track:0yuBwKZJLISISw2jxv0KMu,2.6989700043360187
spotify:track:0yxWY5cPaPUpeAoqSIoWfq,3.0
spotify:track:0yyZN5ASdrYu0XYWFzfxUu,3.0
spotify:track:0yywkQDIRQ4aaO5cT7Ha2C,3.0
spotify:track:0yyyapBjZ9Ek1vcpp3e9bj,3.0
spotify:track:0z0qRN3HNUCOG9y1R7umuD,3.0
spotify:track:0z1b34WikhOH9ZxU8QDWcv,2.6989700043360187
spotify:track:0z3I1o3gU09BkhPQtXLUqT,3.0
spotify:track:0z4lt2jBfImf6DUoIfGEmA,3.0
spotify:track:0z4o7GgQW8DEQ56mMu6Elv,3.0
spotify:track:0z4yiTRdrTFnimHatt39ue,3.0
spotify:track:0z5ZPs57J2KERwM1tBM2GF,1.6989700043360187
spotify:track:0z7QtUDEnzmSPG8I6t9Jxg,2.3010299956639813
spotify:track:0z7Xo0KFz3I8FCpjsCDi7d,3.0
spotify:track:0z87h9TTEDeNNh2N0cLaA1,3.0
spotify:track:0z8DEr5FNtEdUGmSCjrTOj,3.0
spotify:track:0z8lmRVi8UPIjVDpI9tjhK,3.0
spotify:track:0z8yrlXSjnI29Rv30RssNI,2.3979400086720375
spotify:track:0z95CqBxQnSQhNnoWTZJKL,2.6989700043360187
spotify:track:0z9NdXXVkVxWBwhEDWdC9X,3.0
spotify:track:0z9UTMWoBnFsXBJSuOGZLf,2.5228787452803374
spotify:track:0z9UVN8VBHJ9HdfYsOuuNf,2.5228787452803374
spotify:track:0z9hbAY5d0RhmvZr3DWMPK,2.3010299956639813
spotify:track:0z9tkAcQzHo5Xr20rUY3nw,3.0
spotify:track:0zAFDJ7RvxKou0XdjHtoxF,3.0
spotify:track:0zAJqlBcRSvrcCae4TwkBv,2.6989700043360187
spotify:track:0zBlwb8AVsfaxcv4Rh0fd4,3.0
spotify:track:0zCfmceT1YvtZXGbR6Roht,2.3979400086720375
spotify:track:0zD0Efj9cXLbXxrMpHVg70,3.0
spotify:track:0zEGcEMRSbnQYLkTvW5rVz,3.0
spotify:track:0zFH71jUy4eQYpjx7Roi2P,3.0
spotify:track:0zG0ZeNkaoDxytigYwdt1G,3.0
spotify:track:0zHTrELBtYCagE8KKIIaZk,3.0
spotify:track:0zJHTnEFGtCAm8Tmj5alRz,2.6989700043360187
spotify:track:0zJNLHXz9ACFm1jJek7QgJ,3.0
spotify:track:0zLClc0emc6qUeV1p5nc99,2.5228787452803374
spotify:track:0zMzyHAeMvwq5CRstru1Fp,2.0
spotify:track:0zO8ctW0UiuOefR87OeJOZ,1.9208187539523751
spotify:track:0zOD30TPDwjfECV1kkUkOm,2.6989700043360187
spotify:track:0zOUO2Cbz0C1F8qbrebIxn,3.0
spotify:track:0zPIVqsPl1attkDlPKXfi3,3.0
spotify:track:0zPR7ai6MQoM75mLIYqyPr,3.0
spotify:track:0zREtnLmVnt8KUJZZbSdla,2.5228787452803374
spotify:track:0zRap4IN4GliABWHrElGWL,3.0
spotify:track:0zRhCapl7Kx8plxl1ILKS0,3.0
spotify:track:0zRpsXMbE1oBv58A22BhKN,2.6989700043360187
spotify:track:0zSGK8ZpVuo0XdIY21Vyrh,3.0
spotify:track:0zTi5I2bx2QGtUQQAOqOdO,3.0
spotify:track:0zV1fcHP4k77DGFQLv0oX0,3.0
spotify:track:0zVMzJ37VQNFUNvdxxat2E,2.3010299956639813
spotify:track:0zX0w7ybJfmk5mo8kKuXlC,2.3979400086720375
spotify:track:0zYTds5CbldCnUvWVfFwx5,3.0
spotify:track:0zYxfgyqypkG7rRwFqyisT,2.6989700043360187
spotify:track:0zbu6qCs5kqT8q3Zo0QWym,3.0
spotify:track:0zcfWe3THIu1yBnjucoPmO,3.0
spotify:track:0zewUY3RSh8yaV7q66Okem,2.6989700043360187
spotify:track:0zf6suMokqZ38biioN53dd,3.0
spotify:track:0zg5XJPiga7E5FxiehriG2,2.5228787452803374
spotify:track:0zhzkkSXFj60Y5fzb2j9hU,3.0
spotify:track:0zidSJhfB7AcdZd4vQOzqy,3.0
spotify:track:0zjD8HP84xyw0DjOs5SSbg,3.0
spotify:track:0zjoHXeNiApaoXLy7tsVp3,3.0
spotify:track:0zkiQH567SDLqfWNBaU3hv,2.5228787452803374
spotify:track:0zo4T5c5VV42554ySEc5J6,3.0
spotify:track:0zrQwV4XbcwZ2bS9r7F944,2.5228787452803374
spotify:track:0zsHnm1BgFxQ494Ev3KpY1,3.0
spotify:track:0zstgBrV1t1g6n4jHrUVBY,3.0
spotify:track:0zu6t6BkiJF5WxcE7DqsxO,3.0
spotify:track:0zv9bOC2NSMd3Fw2HgM5Xn,3.0
spotify:track:0zvNHIL7ci0ZzIoWU6RO2u,3.0
spotify:track:0zwI1aFLA85Ux0wM9vZjjY,3.0
spotify:track:0zwelVvB7HsQccm0yq4QQt,3.0
spotify:track:0zxG0MKqXBEbwU09H7gEIs,3.0
spotify:track:100Tm6z29RfHTdUQ6NIs0s,3.0
spotify:track:100o388NiGWx3JozbPnm85,3.0
spotify:track:100pCH9jeWJKKyK2sYtasx,3.0
spotify:track:103Ec6ekbiq6hvUfAK9F8o,3.0
spotify:track:104buTcnP2AsxqB7U1FIZ4,2.3010299956639813
spotify:track:106cx5x8TSuWwUVlHOMx5I,3.0
spotify:track:107Cy53x9K5kxwm0rAqROm,3.0
spotify:track:107Vckb6BgV7NI36jxWQJM,3.0
spotify:track:108CV7XyOKCyTM7rP7vYLD,3.0
spotify:track:108gJha8K8g8exfjhU9Jw8,3.0
spotify:track:108j1U3SslDh8ter84urTX,3.0
spotify:track:10AHJmPp1y86W3hYg5fjeH,3.0
spotify:track:10AYlo2YKKxE1jjnVP0nRr,3.0
spotify:track:10Ae5XLoLiHYsdo8KbzYk6,3.0
spotify:track:10BHiMTCKYbPJfBSnm0ZEv,3.0
spotify:track:10BzTR5svkDrFJOLzJ1poU,3.0
spotify:track:10C4Ho2BhCWijIITiHLfQc,3.0
spotify:track:10E0qEebBnTrBHx4DvFoTq,3.0
spotify:track:10EHyzCFKC2IQBhLzFRXSR,3.0
spotify:track:10EeysK2xPjkUT7DxPAKFG,3.0
spotify:track:10Ej2xZnKRSTwb6VFi5bAS,3.0
spotify:track:10GekzgnltjdDOVB4DsLvy,3.0
spotify:track:10GgfyBK6XVFAX1BdZz0BV,2.6989700043360187
spotify:track:10H6mvk1cPPTzs3IHsHSHi,3.0
spotify:track:10I3CmmwT0BkOVhduDy53o,1.8860566476931633
spotify:track:10JBIfvldDR2TnT5sphGc2,3.0
spotify:track:10LtTYH8ClEHOHwXyYAmpn,3.0
spotify:track:10M2Ex445zw585Ducldzkw,1.8860566476931633
spotify:track:10M7SHUtFAF9TbTXn00U3y,3.0
spotify:track:10McjLEshIntz70hO2Jz50,3.0
spotify:track:10Nmj3JCNoMeBQ87uw5j8k,1.9586073148417749
spotify:track:10OWv7aQEANHp5D4eRKira,3.0
spotify:track:10RGtdWD7tQEx5VIPtT7Yx,3.0
spotify:track:10RQKVSr4rS0coExTmi4dF,2.5228787452803374
spotify:track:10SDxx0CFWGqgVVBeX22TP,2.3979400086720375
spotify:track:10SUWedx0zohs8M3OJpnA7,3.0
spotify:track:10SsGLzvzjuzKBfJEaGXoc,3.0
spotify:track:10U5SCbIHlWZAgGrB0PeL8,3.0
spotify:track:10UIQSUilyh2ttlFeAaaPP,3.0
spotify:track:10V8XpuyMoEcSMfM79WDET,2.5228787452803374
spotify:track:10V8oTOGIEfPr8aTHCuDvX,3.0
spotify:track:10VBBaul4zVD0reteuIHM2,2.221848749616356
spotify:track:10WBKR8tDk416oDMm6wshS,3.0
spotify:track:10Xt9nkxQZNsPDtg30xpvR,3.0
spotify:track:10Z7aUJe44U9wpVvEHlfNo,3.0
spotify:track:10Zq7rS6Fr3lKBIj0nnx7l,3.0
spotify:track:10aWGOqSDBqvNzJ9NeKDbK,2.3979400086720375
spotify:track:10bSPg0ThnU22WhTp3OsbF,3.0
spotify:track:10brtsGslNXT5NqSMPXzNg,3.0
spotify:track:10cGdsFHYrJRRWHCBCxWA1,3.0
spotify:track:10cheFChX52axmoo6USCYQ,3.0
spotify:track:10eBRyImhfqVvkiVEGf0N0,3.0
spotify:track:10eDxSTjwMBq1ZjZK5b1cK,3.0
spotify:track:10fRfvMo6WCO9Gaawxy2U9,3.0
spotify:track:10fVu7S4wYUG82dfEnRktg,3.0
spotify:track:10fYerkpuLv3Fvh8EP7gf1,3.0
spotify:track:10fddGyyeUquZZ2uPTjD7P,3.0
spotify:track:10hVfvKm8QuoUP26BMUPQK,3.0
spotify:track:10iLGYLZ0AllsC82M9UPoH,3.0
spotify:track:10jdyLaybUVbi8AlJf7nYF,2.6989700043360187
spotify:track:10kYRZ5byZgBEcmmQizlzj,3.0
spotify:track:10lQqQGT0ndteOcck9thhR,3.0
spotify:track:10lrU6CTeeFL599a4qDjGY,3.0
spotify:track:10nQ3Pj0o1XotcikgJPVKD,2.6989700043360187
spotify:track:10nSolCCcDZvWAnfD1CHlG,3.0
spotify:track:10nqz67NQWWa7XPq7ycihi,2.6989700043360187
spotify:track:10ps1I1sIMRNZW11eceN7W,2.3979400086720375
spotify:track:10sq6jIVL2bV9zfJLc3FWh,3.0
spotify:track:10uqyl7h9RMDSHN1MDoWU4,3.0
spotify:track:10v8XSeQop5GJ9h1s77YlZ,3.0
spotify:track:10v9IGveedbZxaXChyKRqi,3.0
spotify:track:10vkYRKw6Jjr7try1ir50G,3.0
spotify:track:10wz2k26V7DaIbLbyyqlWV,3.0
spotify:track:10xJSVXTf6k2qSiFDWjcAA,3.0
spotify:track:10xadaGYk2aXuMjpvwSmo7,3.0
spotify:track:10zPdMyx2d2fdSrotWZZzx,3.0
spotify:track:10zzmoWQkfiUfZRBDS88i9,3.0
spotify:track:110eSDQE48E4OnauPAUvxT,3.0
spotify:track:110g3C3giAxFQPA3rb2UKm,3.0
spotify:track:1117juaaAkSIUsQxTmmcKM,3.0
spotify:track:111RWUmqz6YBdxQe4AStgr,3.0
spotify:track:112lQZi5e7i8ohZ4z0e6nu,3.0
spotify:track:113LWmYs7FG8fBLmAxfiJF,3.0
spotify:track:113VT0dXCsqDAAfe8JQ2xm,3.0
spotify:track:113WqOVDJsVI0TpNdVnFNU,3.0
spotify:track:116AvrU1YEHw7kr4i2YHCw,3.0
spotify:track:1175r6ZmkUjX8dRJLz9Ohk,3.0
spotify:track:117HFVN4cJwB6jnqOrryEs,3.0
spotify:track:117lZeuX6vg8Qm68PzwwGn,3.0
spotify:track:118kolZnbJBQvbOl0D4C71,3.0
spotify:track:119c93MHjrDLJTApCVGpvx,2.3010299956639813
spotify:track:119u8ESWsJr75uMErIH7vl,3.0
spotify:track:11CQ6phBesVT8PhsAgyVUn,3.0
spotify:track:11E1Xpu94v5e5qGJO6no64,3.0
spotify:track:11EDhDAVDtGPoSar6ootYA,2.6989700043360187
spotify:track:11EOvxJRG665bwRU0z6YVa,3.0
spotify:track:11EVeW30HHEMZZsWgWzdfN,3.0
spotify:track:11EX5yhxr9Ihl3IN1asrfK,2.221848749616356
spotify:track:11EZ9WJIQW7H37zPO2KXgf,3.0
spotify:track:11FITm0WY3cuog2PyJI2pr,3.0
spotify:track:11HB198xmrlcmFRK7MDalO,3.0
spotify:track:11HZOwlDboIvhqQJ69oURF,3.0
spotify:track:11I3KKHv7g2pXiuqRDabRA,3.0
spotify:track:11IYMTXu5Uws1DjmUMLOcP,3.0
spotify:track:11IsnTC3FcDatAJrdgRkT0,3.0
spotify:track:11KJSRSgaDxqydKYiD2Jew,1.4814860601221125
spotify:track:11KSob5KWviJvjnJaDHwtf,3.0
spotify:track:11LmqTE2naFULdEP94AUBa,2.154901959985743
spotify:track:11Mkoen07pKwyDqHiFnVU9,3.0
spotify:track:11NkQnWiJLu57DCSJ0SshS,3.0
spotify:track:11OFG8ggZKfH5Qm1PEtUv7,3.0
spotify:track:11OFYsUK9EVJsQ6nutH32M,3.0
spotify:track:11Oy5zREGLGxRpg7vUKhYF,3.0
spotify:track:11P6ab6Sa2LDOjhiH0kpX7,3.0
spotify:track:11R6SmSuzXE8ftk1vlPEKP,3.0
spotify:track:11RDz9hLuNkPfULo2SXs6Y,3.0
spotify:track:11RFV1ITZ0K8w7ayArXMDr,3.0
spotify:track:11RUCSAgpexhJSMmcuO4h2,3.0
spotify:track:11SLbn7kejh1CQm97lH7b5,3.0
spotify:track:11Tm0hw3DDF1gqU0kSEwiC,2.3010299956639813
spotify:track:11VZzljcfvfPcfkfsyq0RA,3.0
spotify:track:11XZUSt2A4aTkch36KO2Ec,3.0
spotify:track:11ZRYISCsAsLyyJo47DudZ,3.0
spotify:track:11a6GzsfPoLY1bVw3IFeMs,2.3979400086720375
spotify:track:11aFVmFy8903RwDx4ohQiq,2.6989700043360187
spotify:track:11amvYi8eFrcANeRe1uOby,3.0
spotify:track:11bD1JtSjlIgKgZG2134DZ,1.721246399047171
spotify:track:11byn9E2NCI65biHtKOLG2,3.0
spotify:track:11d9oUiwHuYt216EFA2tiz,2.5228787452803374
spotify:track:11dxtPJKR4E0wlSr0A0t47,2.5228787452803374
spotify:track:11fWR3u9wjDMW4oVDbUbyT,3.0
spotify:track:11hM0MhERZcBrKv6o8x3Hp,3.0
spotify:track:11hsu7oUtSlpLsDgtB6gBd,3.0
spotify:track:11i1pvngjkGTUOWzLPz9q7,3.0
spotify:track:11ibRP3KxQFIsMiuG31tHa,3.0
spotify:track:11jX74BGYJNnCFpMcVcdEi,3.0
spotify:track:11miTF6mWCpzFnf1m2VFVs,3.0
spotify:track:11pF3i8p63I2jGqeUJYZOL,3.0
spotify:track:11pSOAhXjtsxxauwzM2hS3,2.6989700043360187
spotify:track:11pfbduq7fbQxmXH03OKo7,3.0
spotify:track:11q3nuWgsWqcrlyiJHUanA,3.0
spotify:track:11rj7eUqgT4mXdbuVO1ouv,3.0
spotify:track:11sV5RZfZ4FEKz0TeFnvN6,3.0
spotify:track:11uNH4rrkCF1EoCLBlKvtR,3.0
spotify:track:11vp0RkusTEjq3e2drvQfM,3.0
spotify:track:11xTJIs8RiDcAkvnaEmfPj,3.0
spotify:track:11yN6oWrPPJXafJCUkSz2e,2.5228787452803374
spotify:track:11zRKpjEZwmcBBBGzB4pMn,2.5228787452803374
spotify:track:120w1eBYfiYrSXtegu6uEb,3.0
spotify:track:121ILFThNZH9Egncny7upu,3.0
spotify:track:121MhNcSUE4p1ZIHzj75FW,3.0
spotify:track:124NFj84ppZ5pAxTuVQYCQ,1.9208187539523751
spotify:track:124PWxNrlIJM9OnpfYYdfQ,3.0
spotify:track:1256ozOGDowNo7TNH94xeg,3.0
spotify:track:125dxfBlAWFxf0tp8fyU8z,3.0
spotify:track:127820xcHr50xd4IVE5ReT,3.0
spotify:track:127vJuke88uvzdn4Ccaguf,3.0
spotify:track:1280ebYtTct0ytDEZdrcvQ,3.0
spotify:track:1285n66OGGUB3Bnh6c18nS,2.5228787452803374
spotify:track:129PKoRRCYytSf62vGQyOI,2.5228787452803374
spotify:track:129QauaoeYQaYpqd21F0oY,3.0
spotify:track:12A0IAyIegPcMStxpk47YM,3.0
spotify:track:12AOwWanBDN4TQbJRbErqM,2.154901959985743
spotify:track:12AZFn9F5h9tlxMEbdZEwm,3.0
spotify:track:12CyAcYaTQj5dyV3SkTiWE,3.0
spotify:track:12D58FK59SgrfG1r7MDi4r,3.0
spotify:track:12FwFGzA2NIPr8XQUhSlFq,3.0
spotify:track:12GEv3kB19M52HvybQ6maU,3.0
spotify:track:12Gtheom5qK2Hjo1qTCNkx,2.6989700043360187
spotify:track:12H7K15h3aC5vRCaca65el,2.6989700043360187
spotify:track:12HB8AmFTovKrFcGG36KbL,3.0
spotify:track:12KG3DCYkxoMUAPWq1uFnw,3.0
spotify:track:12KpamJph4wKYosaLHy4F5,3.0
spotify:track:12N6qDkKMtIc0lELFTHOS5,3.0
spotify:track:12NShDyex4cTv510HGX5xM,3.0
spotify:track:12Pduymbh9dpC5r33i5FgL,3.0
spotify:track:12QZZz9J9O4XR6dux8FHDc,3.0
spotify:track:12QpwhSWyRePaj3gRENRVw,3.0
spotify:track:12REd1n8PeiHHWOh066tpr,1.6020599913279623
spotify:track:12TE7Vt592RcM1G3EaaZ0f,2.6989700043360187
spotify:track:12TyU7JblI0e8WhMTck8bF,2.6989700043360187
spotify:track:12UzVR0M7asW2MHAZRJk0I,3.0
spotify:track:12VMBD00oP2pXXatkg2Fj6,3.0
spotify:track:12WiGqEs3t5hrzBJTe1K0P,3.0
spotify:track:12WtkO5DLE2CWjRGeXtwEW,2.5228787452803374
spotify:track:12XJokKdIJPvfTr1xKAfsT,3.0
spotify:track:12YQNrMmoV4ISBg9m8Aux9,3.0
spotify:track:12Yo5zWKO2BUQ85z3YcboP,3.0
spotify:track:12aNuQaf2eHgFdT8dti7Kl,2.6989700043360187
spotify:track:12bM9eRZWaXsjrqD43JjtR,3.0
spotify:track:12bvEY7S9KxENmWxiub3IF,3.0
spotify:track:12cTeug1pE6zXTxZY5tJHj,3.0
spotify:track:12d5QFwzh60IIHlsSnAvps,1.9586073148417749
spotify:track:12dbm3GD7mGrySotwE6dm5,3.0
spotify:track:12ettGOse4b5vko513KTuX,2.6989700043360187
spotify:track:12hIOqdMjKmYatc3fwywL7,2.6989700043360187
spotify:track:12ivWHaFhaQBqWavvSERQi,3.0
spotify:track:12jjuxN1gxlm29cqL5M6MW,3.0
spotify:track:12kwqxTr4IhmdxCaw23vPY,3.0
spotify:track:12lZTPlXwUtrQuhEty6098,2.0969100130080562
spotify:track:12mF5rnbbT7jNqiBv8NBFt,2.6989700043360187
spotify:track:12mGwph2YzDIlChtq3EdXP,2.0969100130080562
spotify:track:12mTGb1CZ0vqeIEOEd1Ib1,3.0
spotify:track:12nhoRghPNDChpsFaQld4a,3.0
spotify:track:12o6dxWGk29uIAP3OWY0pM,2.5228787452803374
spotify:track:12q3V8ShACq2PSWINMc2rC,2.5228787452803374
spotify:track:12q7yTtyZfJjObmss6FQi3,3.0
spotify:track:12qZHAeOyTf93YAWvGDTat,1.853871964321762
spotify:track:12rEl3Z4aA6ALLQuVT9x85,3.0
spotify:track:12rOyZdFeJ2dm2pDuyY7iD,3.0
spotify:track:12t2CwaUjOO5jVnYp5CGKl,3.0
spotify:track:12tihA9wedPwtlvS8kWMuM,3.0
spotify:track:12uaDRCVrgu4O6AyOZLrxG,3.0
spotify:track:12utEDJIkWakIdxCqAedaf,3.0
spotify:track:12v5GBM74fB8WsHJPQRTIe,3.0
spotify:track:12vJtkFpjHVIUOwUQGxkvQ,3.0
spotify:track:12wSL3tGk3MtbDEhfG7xy3,2.5228787452803374
spotify:track:12xDYL9cko3uwYJ1u74Soy,3.0
spotify:track:12yCvxNJ0bVzu9UufF7PqW,3.0
spotify:track:12yHvSYFXI7PGzNecUvIDu,3.0
spotify:track:12yR85f5bzq6WJQ8axTB3V,3.0
spotify:track:130TDmCOxR9EmkDdKxoaz1,3.0
spotify:track:131Cn3DUEl3y5ntnIVvNhq,3.0
spotify:track:131yybV7A3TmC34a0qE8u8,3.0
spotify:track:1326bnwC9n5ET98O7xwsJH,3.0
spotify:track:1339b5aWMHnm5N6QxYzv60,3.0
spotify:track:135R9H03UWsDIfZoKszfLi,3.0
spotify:track:137Ve8N4t05BGoL1JiObsi,3.0
spotify:track:13871EJgysQllTnCbKMhY2,3.0
spotify:track:13AEha3S0nWeytaGopG9jC,3.0
spotify:track:13DHnsKsiACDwF09dMU582,3.0
spotify:track:13DqH0mXW0V1VJm41ZMZHW,3.0
spotify:track:13FdGdz4KnwH8UIX5JxO8r,3.0
spotify:track:13Gx480x43ThpFfX1qHaU1,3.0
spotify:track:13HVjjWUZFaWilh2QUJKsP,1.6989700043360187
spotify:track:13JngJc6J0ykO7Pq0gin35,2.6989700043360187
spotify:track:13JyykwyYQ3T5QxxL34ukQ,2.0969100130080562
spotify:track:13KfiQeisHCBaoNHOnfKg4,3.0
spotify:track:13KmiyueaRdBDC5SY4oxPI,3.0
spotify:track:13M5MzGon20Tlur0CU2OYI,3.0
spotify:track:13NCxLOlvQ4Tnexgfp03Gs,3.0
spotify:track:13NJ3gO3ASMVoX3eXOJcKN,3.0
spotify:track:13Oda4GsHXzRAfquxWkrzA,2.5228787452803374
spotify:track:13OhZWtL7Tqa0uneEtruzg,3.0
spotify:track:13OltlT8d7zI1f1nWdEgBf,2.6989700043360187
spotify:track:13P5rwmk2EsoFRIz9UCeh9,2.3010299956639813
spotify:track:13PUJCvdTSCT1dn70tlGdm,2.3979400086720375
spotify:track:13QI6bq0U8HMK7gUpAwFBK,2.5228787452803374
spotify:track:13QU1ThhwiGzPfwUFcylxr,3.0
spotify:track:13QnEDJgus4MQrh8SQIH7h,3.0
spotify:track:13TmKVWEszgLfYyIzVhKkw,3.0
spotify:track:13VDHbpoKlRhtgUaWTE2Ld,2.3010299956639813
spotify:track:13W16zkKK8aC4JYTI45oX3,3.0
spotify:track:13WIG0L7XKk51H7osLx1JO,3.0
spotify:track:13WxL3gtXqI3CI7TlYDLqP,3.0
spotify:track:13X0XdLMOdtbXVtAj2ox4h,3.0
spotify:track:13XHuE00ElL5thSxkaEXxK,3.0
spotify:track:13XNjh0UY5LBsICcoHUdxl,3.0
spotify:track:13YxuRQZdU7snOfDI3nft2,2.6989700043360187
spotify:track:13YyYNBofurxZCNYiFDibB,2.6989700043360187
spotify:track:13ZzTL4ycsFXZ9nxjPHIrM,3.0
spotify:track:13b32GfUIo3BV93C8KtEdj,3.0
spotify:track:13boskwwo6gvnuX5AAGgzC,3.0
spotify:track:13dn48iUAKGFWPqcH65L0g,3.0
spotify:track:13e6f8t7RKXuxZ0JdaaJRG,3.0
spotify:track:13eO4hlsMgAW7OmcFZ9QYn,3.0
spotify:track:13gy7iQVtO6IR96VM8IQTJ,3.0
spotify:track:13i4C0TSSRZizxDxkqn7Ne,3.0
spotify:track:13iqGAAqlqyivOMMGKks5S,3.0
spotify:track:13kD8QKxGoDmOYotIeRo2T,2.6989700043360187
spotify:track:13ka9PsKD8bZmWOTOygV4S,3.0
spotify:track:13keyz9ikBe6ZpRasw7l4X,3.0
spotify:track:13mXFvyRyjfIjnag95Rnug,2.5228787452803374
spotify:track:13p3U002Sv8z722mFjTuWi,3.0
spotify:track:13plQdOoWSSXPRUSZc5FuM,2.6989700043360187
spotify:track:13qy3gxJFjx5IKXrW7t6dj,3.0
spotify:track:13rKxGw6QqN4rP9Y8WCuoP,3.0
